1;bunker;68.00;10.73;2001.00;5.74;0
1;bunker;7.00;11.85;2026.00;3.58;0
1;anti_air_building;20.00;12.48;1912.00;5.14;0
1;anti_air_building;31.00;12.80;2031.00;1.52;0
1;anti_air_building;96.00;11.73;2021.00;4.19;0
1;synthetic_refinery;98.00;11.48;1959.00;2.03;0
1;fuel_silo;42.00;11.95;1902.00;5.05;0
1;nuclear_reactor;110.00;10.93;1974.00;6.25;0
2;arms_factory;4098.00;10.00;2029.00;5.95;0
2;arms_factory;4012.00;10.23;2036.00;2.33;0
2;arms_factory;4088.00;9.90;2017.00;0.17;0
2;arms_factory;4034.00;10.18;2036.00;1.73;0
2;arms_factory;4094.00;9.90;2019.00;4.39;0
2;arms_factory;3989.00;10.05;2045.00;0.78;0
2;industrial_complex;4049.00;10.20;2003.00;4.90;0
2;industrial_complex;3953.00;9.85;2046.00;5.00;0
2;industrial_complex;4073.00;9.85;2039.00;2.84;0
2;industrial_complex;4032.00;10.48;2046.00;5.50;0
2;industrial_complex;4049.00;10.32;2009.00;0.78;0
2;industrial_complex;4033.00;10.10;2032.00;3.45;0
2;air_base;4019.00;10.30;2032.00;1.29;0
2;supply_node;4033.00;10.23;2014.00;4.60;0
2;supply_node;4055.00;10.15;1997.00;2.36;0
2;supply_node;3999.00;10.03;2037.00;3.84;0
2;supply_node;4079.00;9.90;2031.00;0.49;0
2;supply_node;4046.00;10.25;2037.00;3.42;0
2;supply_node;4083.00;9.90;2010.00;6.01;0
2;naval_base;4010.00;9.60;2013.00;0.28;12596
2;naval_base;4083.00;9.75;1999.00;-0.08;12553
2;naval_base;4073.00;9.60;1994.00;1.34;12553
2;naval_base;4014.00;9.50;2007.00;-0.86;9728
2;bunker;4069.00;9.90;2038.00;5.07;0
2;bunker;4043.00;10.28;2016.00;1.45;0
2;bunker;4054.00;10.38;2027.00;4.47;0
2;bunker;4014.00;10.18;2024.00;0.85;0
2;bunker;4094.00;9.80;2012.00;3.51;0
2;bunker;4044.00;10.28;2003.00;1.35;0
2;coastal_bunker;4058.00;9.50;1987.00;-0.56;0
2;coastal_bunker;3984.00;9.50;2042.00;-1.80;0
2;coastal_bunker;4017.00;9.50;1999.00;-0.86;0
2;coastal_bunker;4088.00;9.53;2002.00;1.49;0
2;dockyard;3963.00;9.50;2042.00;-1.70;0
2;anti_air_building;4096.00;10.12;2034.00;4.02;0
2;anti_air_building;3992.00;9.93;2042.00;0.41;0
2;anti_air_building;4026.00;9.95;2001.00;3.07;0
2;synthetic_refinery;4037.00;10.30;2024.00;6.09;0
2;fuel_silo;4040.00;10.20;2002.00;2.47;0
2;nuclear_reactor;4073.00;10.00;2020.00;5.13;0
2;floating_harbor;3975.19;9.50;2042.60;1.34;4355
3;arms_factory;3667.00;9.50;1896.00;0.17;0
3;arms_factory;3668.00;9.50;1896.00;1.73;0
3;arms_factory;3668.00;9.50;1896.00;4.39;0
3;arms_factory;3667.00;9.50;1896.00;0.78;0
3;arms_factory;3668.00;9.50;1896.00;4.90;0
3;arms_factory;3667.00;9.50;1896.00;5.00;0
3;industrial_complex;3667.00;9.50;1896.00;2.84;0
3;industrial_complex;3668.00;9.50;1896.00;5.50;0
3;industrial_complex;3667.00;9.50;1896.00;0.78;0
3;industrial_complex;3668.00;9.50;1896.00;3.45;0
3;industrial_complex;3668.00;9.50;1896.00;1.29;0
3;industrial_complex;3667.00;9.50;1896.00;5.41;0
3;air_base;3668.00;9.50;1896.00;5.51;0
3;supply_node;3667.00;9.50;1896.00;3.84;0
3;naval_base;3667.00;9.50;1896.00;1.57;12782
3;bunker;3668.00;9.50;1896.00;2.40;0
3;coastal_bunker;3667.00;9.50;1896.00;1.57;0
3;dockyard;3667.00;9.50;1896.00;1.57;0
3;anti_air_building;3668.00;9.50;1896.00;3.00;0
3;anti_air_building;3667.00;9.50;1896.00;0.84;0
3;anti_air_building;3668.00;9.50;1896.00;2.40;0
3;synthetic_refinery;3668.00;9.50;1896.00;5.07;0
3;fuel_silo;3667.00;9.50;1896.00;1.45;0
3;nuclear_reactor;3668.00;9.50;1896.00;4.47;0
4;arms_factory;2517.00;9.90;1294.00;4.39;0
4;arms_factory;2529.00;10.20;1323.00;0.78;0
4;arms_factory;2521.00;10.00;1299.00;4.90;0
4;arms_factory;2659.00;10.10;1374.00;5.00;0
4;arms_factory;2530.00;10.20;1303.00;2.84;0
4;arms_factory;2660.00;10.18;1378.00;5.50;0
4;industrial_complex;2536.00;10.10;1349.00;0.78;0
4;industrial_complex;2524.00;10.20;1343.00;3.45;0
4;industrial_complex;2541.00;10.05;1353.00;1.29;0
4;industrial_complex;2627.00;10.10;1386.00;5.41;0
4;industrial_complex;2548.00;9.98;1357.00;5.51;0
4;industrial_complex;2616.00;10.07;1390.00;3.35;0
4;air_base;2558.00;9.93;1360.00;6.01;0
4;supply_node;2590.00;10.10;1385.00;3.42;0
4;supply_node;2606.00;9.90;1402.00;6.01;0
4;supply_node;2686.00;10.00;1372.00;2.66;0
4;supply_node;2643.00;9.90;1382.00;4.14;0
4;supply_node;2551.00;10.15;1379.00;1.90;0
4;supply_node;2544.00;10.10;1346.00;4.83;0
4;supply_node;2614.00;9.90;1385.00;0.03;0
4;supply_node;2531.00;10.05;1321.00;4.07;0
4;supply_node;2518.00;9.98;1304.00;5.55;0
4;supply_node;2535.00;10.05;1292.00;2.20;0
4;supply_node;2691.00;10.03;1387.00;6.25;0
4;supply_node;2513.00;9.88;1329.00;1.44;0
4;supply_node;2587.00;9.93;1402.00;4.37;0
4;supply_node;2626.00;10.10;1396.00;0.68;0
4;supply_node;2570.00;10.12;1393.00;3.61;0
4;supply_node;2663.00;10.07;1387.00;0.26;0
4;supply_node;2566.00;10.12;1373.00;2.85;0
4;supply_node;2665.00;10.05;1373.00;5.79;0
4;supply_node;2529.00;10.03;1353.00;0.98;0
4;supply_node;2523.00;9.80;1283.00;5.02;0
4;supply_node;2544.00;10.07;1273.00;1.67;0
4;naval_base;2544.00;9.50;1377.00;-1.57;11323
4;naval_base;2669.00;9.80;1392.00;-4.02;12960
4;naval_base;2503.00;9.50;1311.00;-1.89;13042
4;naval_base;2619.00;9.78;1408.00;-2.76;11601
4;naval_base;2689.00;9.80;1393.00;-3.93;11789
4;naval_base;2517.00;9.80;1354.00;-2.98;11466
4;naval_base;2616.00;9.80;1409.00;-3.25;11601
4;naval_base;2533.00;9.50;1270.00;0.73;13077
4;naval_base;2577.00;9.57;1405.00;-2.86;12953
4;naval_base;2573.00;9.85;1400.00;-2.36;11632
4;naval_base;2512.00;9.50;1340.00;-3.05;12999
4;naval_base;2644.00;9.85;1393.00;-3.14;12393
4;naval_base;2533.00;9.50;1269.00;-1.22;13077
4;bunker;2672.00;10.05;1383.00;0.47;0
4;bunker;2683.00;10.00;1389.00;2.04;0
4;bunker;2621.00;10.00;1398.00;4.70;0
4;bunker;2619.00;9.80;1381.00;2.54;0
4;bunker;2520.00;9.98;1331.00;3.74;0
4;bunker;2532.00;10.12;1306.00;0.48;0
4;bunker;2648.00;9.80;1378.00;3.14;0
4;bunker;2528.00;10.20;1299.00;5.81;0
4;bunker;2525.00;10.07;1349.00;2.54;0
4;bunker;2540.00;10.03;1339.00;5.21;0
4;bunker;2575.00;10.38;1390.00;1.59;0
4;bunker;2666.00;9.90;1370.00;4.25;0
4;bunker;2577.00;10.30;1386.00;0.99;0
4;bunker;2539.00;10.10;1273.00;3.66;0
4;bunker;2599.00;10.03;1403.00;0.04;0
4;bunker;2595.00;9.88;1408.00;2.70;0
4;bunker;2528.00;10.23;1290.00;5.72;0
4;bunker;2680.00;10.12;1372.00;0.64;0
4;bunker;2545.00;9.85;1366.00;4.76;0
4;bunker;2589.00;10.05;1384.00;2.61;0
4;bunker;2528.00;10.03;1286.00;2.71;0
4;coastal_bunker;2502.00;9.50;1316.00;-0.67;0
4;coastal_bunker;2612.00;9.75;1412.00;-3.25;0
4;coastal_bunker;2507.00;9.50;1307.00;-1.89;0
4;coastal_bunker;2533.00;9.50;1270.00;0.73;0
4;coastal_bunker;2633.00;9.88;1399.00;-4.49;0
4;coastal_bunker;2576.00;9.57;1404.00;-2.86;0
4;coastal_bunker;2514.00;9.53;1352.00;-1.50;0
4;coastal_bunker;2556.00;9.53;1394.00;-3.22;0
4;coastal_bunker;2666.00;9.80;1392.00;-4.02;0
4;coastal_bunker;2697.00;9.78;1392.00;-3.93;0
4;coastal_bunker;2558.00;9.78;1395.00;-2.36;0
4;coastal_bunker;2643.00;9.88;1393.00;-3.14;0
4;coastal_bunker;2533.00;9.50;1269.00;-1.22;0
4;dockyard;2569.00;9.82;1399.00;-2.36;0
4;anti_air_building;2635.00;9.85;1381.00;0.11;0
4;anti_air_building;2547.00;9.90;1372.00;2.78;0
4;anti_air_building;2636.00;10.03;1384.00;5.44;0
4;synthetic_refinery;2548.00;10.00;1379.00;2.17;0
4;fuel_silo;2588.00;10.20;1396.00;3.38;0
4;nuclear_reactor;2511.00;9.88;1329.00;1.22;0
4;floating_harbor;2519.79;9.50;1273.36;-3.46;8179
5;arms_factory;4031.00;10.00;1230.00;4.90;0
5;arms_factory;3991.00;9.88;1229.00;5.00;0
5;arms_factory;4026.00;9.88;1225.00;2.84;0
5;arms_factory;4019.00;10.10;1230.00;5.50;0
5;arms_factory;4017.00;10.07;1235.00;0.78;0
5;arms_factory;3997.00;10.07;1236.00;3.45;0
5;industrial_complex;3993.00;9.85;1242.00;1.29;0
5;industrial_complex;4003.00;10.12;1234.00;5.41;0
5;industrial_complex;4034.00;9.93;1229.00;5.51;0
5;industrial_complex;4018.00;10.10;1235.00;3.35;0
5;industrial_complex;4017.00;9.85;1241.00;6.01;0
5;industrial_complex;3994.00;9.80;1226.00;2.40;0
5;air_base;4021.00;9.90;1223.00;3.96;0
5;supply_node;3996.00;10.03;1235.00;2.66;0
5;supply_node;4017.00;10.10;1230.00;4.14;0
5;supply_node;4033.00;9.98;1231.00;1.90;0
5;naval_base;3990.00;9.57;1227.00;-0.10;12107
5;naval_base;4038.00;9.80;1228.00;1.19;13121
5;naval_base;4010.00;9.50;1220.00;0.29;11310
5;bunker;4014.00;10.10;1233.00;4.47;0
5;bunker;3989.00;9.95;1237.00;0.85;0
5;bunker;4036.00;9.90;1233.00;3.51;0
5;coastal_bunker;4024.00;9.78;1222.00;0.29;0
5;coastal_bunker;3991.00;9.50;1226.00;-0.10;0
5;coastal_bunker;4037.00;9.50;1226.00;1.19;0
5;dockyard;3994.00;9.50;1225.00;-0.10;0
5;anti_air_building;3996.00;10.00;1237.00;6.08;0
5;anti_air_building;4008.00;10.07;1233.00;6.18;0
5;anti_air_building;4017.00;10.00;1238.00;4.02;0
5;synthetic_refinery;4016.00;10.12;1231.00;0.41;0
5;fuel_silo;4001.00;9.82;1246.00;3.07;0
5;nuclear_reactor;4016.00;10.05;1226.00;6.09;0
5;floating_harbor;4022.01;9.50;1213.30;-2.85;4701
6;arms_factory;3913.00;9.90;709.00;2.84;0
6;arms_factory;3896.00;9.80;698.00;5.50;0
6;arms_factory;3936.00;9.85;694.00;0.78;0
6;arms_factory;3928.00;9.82;690.00;3.45;0
6;arms_factory;3897.00;9.90;703.00;1.29;0
6;arms_factory;3926.00;10.05;693.00;5.41;0
6;industrial_complex;3916.00;10.03;695.00;5.51;0
6;industrial_complex;3938.00;9.90;702.00;3.35;0
6;industrial_complex;3910.00;10.00;698.00;6.01;0
6;industrial_complex;3914.00;9.85;710.00;2.40;0
6;industrial_complex;3903.00;9.80;695.00;3.96;0
6;industrial_complex;3918.00;10.00;705.00;1.80;0
6;air_base;3906.00;9.93;699.00;3.00;0
6;supply_node;3920.00;10.15;696.00;1.90;0
6;supply_node;3933.00;9.95;701.00;4.83;0
6;supply_node;3902.00;10.00;704.00;0.03;0
6;naval_base;3888.00;9.50;702.00;-1.68;13494
6;naval_base;3939.00;9.75;706.00;-2.86;13492
6;naval_base;3929.00;9.57;689.00;0.56;12311
6;bunker;3904.00;9.90;711.00;3.51;0
6;bunker;3936.00;10.00;699.00;1.35;0
6;bunker;3912.00;10.05;699.00;1.46;0
6;coastal_bunker;3904.00;9.80;715.00;-3.68;0
6;coastal_bunker;3917.00;9.50;688.00;0.56;0
6;coastal_bunker;3938.00;9.50;692.00;0.42;0
6;dockyard;3890.00;9.57;704.00;-1.68;0
6;anti_air_building;3932.00;9.95;704.00;4.02;0
6;anti_air_building;3907.00;10.00;707.00;0.41;0
6;anti_air_building;3908.00;9.95;709.00;3.07;0
6;synthetic_refinery;3907.00;9.90;697.00;6.09;0
6;fuel_silo;3902.00;9.85;713.00;2.47;0
6;nuclear_reactor;3924.00;9.95;690.00;5.13;0
6;floating_harbor;3929.08;9.50;714.73;0.28;6837
7;arms_factory;258.00;11.85;1900.00;0.78;0
7;arms_factory;292.00;12.15;1919.00;3.45;0
7;arms_factory;190.00;10.85;1951.00;1.29;0
7;arms_factory;217.00;11.45;1963.00;5.41;0
7;arms_factory;253.00;12.82;2009.00;5.51;0
7;arms_factory;312.00;12.28;1982.00;3.35;0
7;industrial_complex;133.00;10.98;2036.00;6.01;0
7;industrial_complex;275.00;10.68;1950.00;2.40;0
7;industrial_complex;248.00;11.15;1982.00;3.96;0
7;industrial_complex;179.00;11.07;2007.00;1.80;0
7;industrial_complex;168.00;11.53;1992.00;3.00;0
7;industrial_complex;138.00;11.78;1988.00;0.84;0
7;air_base;257.00;11.32;1918.00;2.40;0
7;supply_node;182.00;11.05;2017.00;0.03;0
7;supply_node;314.00;11.15;2033.00;4.07;0
7;supply_node;217.00;11.62;2000.00;5.55;0
7;supply_node;363.00;11.73;2033.00;2.20;0
7;supply_node;263.00;11.65;1909.00;6.25;0
7;supply_node;210.00;10.75;1938.00;1.44;0
7;supply_node;312.00;11.50;1993.00;4.37;0
7;supply_node;290.00;11.55;1929.00;0.68;0
7;supply_node;273.00;10.82;1960.00;3.61;0
7;supply_node;253.00;12.25;2030.00;0.26;0
7;supply_node;351.00;11.07;1991.00;2.85;0
7;supply_node;263.00;12.35;1993.00;5.79;0
7;supply_node;249.00;9.90;1942.00;0.98;0
7;supply_node;335.00;13.25;1961.00;5.02;0
7;supply_node;223.00;11.45;1968.00;1.67;0
7;supply_node;141.00;11.93;1983.00;3.15;0
7;supply_node;221.00;11.65;2034.00;0.91;0
7;supply_node;177.00;11.57;1983.00;2.39;0
7;supply_node;144.00;11.20;2024.00;5.32;0
7;supply_node;170.00;11.07;2040.00;1.63;0
7;supply_node;170.00;10.50;1953.00;4.56;0
7;supply_node;284.00;12.62;2039.00;1.21;0
7;supply_node;338.00;11.30;2019.00;3.80;0
7;supply_node;285.00;12.07;2016.00;0.45;0
7;supply_node;302.00;12.98;1964.00;1.93;0
7;bunker;321.00;10.78;2018.00;5.05;0
7;bunker;302.00;12.78;1957.00;6.25;0
7;bunker;231.00;10.57;1963.00;4.09;0
7;bunker;290.00;11.78;1924.00;0.47;0
7;bunker;325.00;13.48;1954.00;2.04;0
7;bunker;172.00;11.10;2037.00;4.70;0
7;bunker;271.00;12.12;2042.00;2.54;0
7;bunker;167.00;11.55;2007.00;3.74;0
7;bunker;238.00;11.57;2045.00;0.48;0
7;bunker;212.00;11.65;2004.00;3.14;0
7;bunker;265.00;11.20;1970.00;5.81;0
7;bunker;155.00;11.25;1955.00;2.54;0
7;bunker;276.00;11.78;1982.00;5.21;0
7;bunker;222.00;10.43;1937.00;1.59;0
7;bunker;232.00;9.85;1946.00;4.25;0
7;bunker;304.00;11.40;2005.00;0.99;0
7;bunker;137.00;11.78;1983.00;3.66;0
7;bunker;318.00;10.90;2024.00;0.04;0
7;bunker;263.00;10.75;1925.00;2.70;0
7;bunker;139.00;11.45;2018.00;5.72;0
7;bunker;291.00;12.57;2030.00;0.64;0
7;bunker;198.00;11.10;1980.00;4.76;0
7;bunker;352.00;11.95;1980.00;2.61;0
7;bunker;365.00;11.10;2046.00;2.71;0
7;bunker;250.00;12.32;2027.00;0.55;0
7;anti_air_building;267.00;12.55;1995.00;3.21;0
7;anti_air_building;230.00;9.80;1943.00;4.77;0
7;anti_air_building;375.00;12.68;2023.00;1.16;0
7;synthetic_refinery;230.00;12.15;2023.00;5.28;0
7;fuel_silo;351.00;11.03;1998.00;0.20;0
7;nuclear_reactor;272.00;10.85;1955.00;3.22;0
8;arms_factory;548.00;12.43;2043.00;1.29;0
8;arms_factory;490.00;12.80;2022.00;5.41;0
8;arms_factory;387.00;12.43;2011.00;5.51;0
8;arms_factory;523.00;11.18;2014.00;3.35;0
8;arms_factory;566.00;11.38;2020.00;6.01;0
8;arms_factory;440.00;10.32;1978.00;2.40;0
8;industrial_complex;478.00;12.53;1980.00;3.96;0
8;industrial_complex;416.00;12.93;2027.00;1.80;0
8;industrial_complex;542.00;11.55;1958.00;3.00;0
8;industrial_complex;557.00;11.40;1983.00;0.84;0
8;industrial_complex;529.00;11.82;2025.00;2.40;0
8;industrial_complex;509.00;12.32;2036.00;5.07;0
8;air_base;425.00;9.80;1987.00;1.45;0
8;supply_node;397.00;12.20;2011.00;5.55;0
8;supply_node;470.00;12.00;1992.00;2.20;0
8;supply_node;500.00;12.18;2003.00;6.25;0
8;supply_node;589.00;11.75;2031.00;1.44;0
8;supply_node;530.00;12.32;1982.00;4.37;0
8;supply_node;530.00;11.90;2023.00;0.68;0
8;supply_node;437.00;11.55;2011.00;3.61;0
8;supply_node;434.00;9.95;1975.00;0.26;0
8;supply_node;472.00;13.50;2031.00;2.85;0
8;supply_node;531.00;11.10;1941.00;5.79;0
8;supply_node;404.00;12.30;2037.00;0.98;0
8;supply_node;506.00;12.45;2038.00;5.02;0
8;supply_node;501.00;12.45;1953.00;1.67;0
8;supply_node;572.00;11.82;1986.00;3.15;0
8;supply_node;437.00;13.35;2038.00;0.91;0
8;supply_node;554.00;12.32;2040.00;2.39;0
8;supply_node;562.00;11.48;2014.00;5.32;0
8;supply_node;558.00;10.85;1955.00;1.63;0
8;bunker;562.00;11.55;2022.00;3.58;0
8;bunker;508.00;11.85;1952.00;5.14;0
8;bunker;419.00;12.95;2042.00;1.52;0
8;bunker;533.00;11.50;2010.00;4.19;0
8;bunker;443.00;10.32;1974.00;2.03;0
8;bunker;559.00;10.65;1951.00;5.05;0
8;bunker;440.00;12.00;2013.00;6.25;0
8;bunker;408.00;11.65;2002.00;4.09;0
8;bunker;525.00;11.07;1946.00;0.47;0
8;bunker;462.00;12.75;2016.00;2.04;0
8;bunker;588.00;12.40;1983.00;4.70;0
8;bunker;461.00;13.40;2027.00;2.54;0
8;bunker;435.00;13.40;2040.00;3.74;0
8;bunker;515.00;11.35;2009.00;0.48;0
8;bunker;537.00;13.10;1972.00;3.14;0
8;bunker;594.00;11.75;2024.00;5.81;0
8;bunker;572.00;11.62;2044.00;2.54;0
8;bunker;502.00;12.50;2027.00;5.21;0
8;anti_air_building;397.00;12.20;2005.00;1.59;0
8;anti_air_building;529.00;11.45;2004.00;4.25;0
8;anti_air_building;508.00;11.75;2001.00;0.99;0
8;synthetic_refinery;508.00;11.57;1949.00;3.66;0
8;fuel_silo;392.00;12.50;2026.00;0.04;0
8;nuclear_reactor;561.00;12.05;2046.00;2.70;0
9;arms_factory;692.00;10.43;2018.00;5.51;0
9;arms_factory;619.00;10.95;2019.00;3.35;0
9;arms_factory;619.00;12.35;1958.00;6.01;0
9;arms_factory;672.00;11.10;2010.00;2.40;0
9;arms_factory;608.00;11.40;1883.00;3.96;0
9;arms_factory;647.00;11.95;1982.00;1.80;0
9;industrial_complex;702.00;11.18;1928.00;3.00;0
9;industrial_complex;648.00;10.60;2024.00;0.84;0
9;industrial_complex;630.00;10.85;2035.00;2.40;0
9;industrial_complex;651.00;10.25;1892.00;5.07;0
9;industrial_complex;655.00;10.35;1915.00;1.45;0
9;industrial_complex;615.00;11.90;1998.00;4.47;0
9;air_base;692.00;11.60;1968.00;0.85;0
9;supply_node;667.00;10.45;1854.00;6.25;0
9;supply_node;685.00;10.68;2010.00;1.44;0
9;supply_node;591.00;11.73;1957.00;4.37;0
9;supply_node;653.00;11.78;1964.00;0.68;0
9;supply_node;608.00;12.23;2000.00;3.61;0
9;supply_node;599.00;11.45;1921.00;0.26;0
9;supply_node;697.00;9.95;2036.00;2.85;0
9;supply_node;694.00;11.60;1969.00;5.79;0
9;supply_node;650.00;10.23;1886.00;0.98;0
9;supply_node;691.00;10.98;1872.00;5.02;0
9;supply_node;697.00;10.90;1936.00;1.67;0
9;supply_node;665.00;10.90;1933.00;3.15;0
9;supply_node;654.00;10.23;2031.00;0.91;0
9;supply_node;622.00;11.32;1875.00;2.39;0
9;supply_node;632.00;11.00;1933.00;5.32;0
9;supply_node;622.00;10.98;2031.00;1.63;0
9;supply_node;677.00;11.15;1901.00;4.56;0
9;supply_node;651.00;11.30;1997.00;1.21;0
9;supply_node;620.00;12.78;1970.00;3.80;0
9;supply_node;626.00;11.12;1904.00;0.45;0
9;bunker;625.00;11.00;1899.00;2.03;0
9;bunker;700.00;11.60;1974.00;5.05;0
9;bunker;700.00;9.90;2026.00;6.25;0
9;bunker;610.00;12.35;1954.00;4.09;0
9;bunker;707.00;11.53;1938.00;0.47;0
9;bunker;601.00;10.88;1910.00;2.04;0
9;bunker;671.00;10.93;1916.00;4.70;0
9;bunker;671.00;10.78;1843.00;2.54;0
9;bunker;659.00;11.40;1989.00;3.74;0
9;bunker;680.00;10.15;2028.00;0.48;0
9;bunker;600.00;11.80;2008.00;3.14;0
9;bunker;637.00;10.62;2033.00;5.81;0
9;bunker;621.00;11.18;1880.00;2.54;0
9;bunker;660.00;11.15;1942.00;5.21;0
9;bunker;687.00;10.80;1870.00;1.59;0
9;bunker;631.00;12.65;1987.00;4.25;0
9;bunker;637.00;10.95;2017.00;0.99;0
9;bunker;633.00;10.88;1922.00;3.66;0
9;bunker;675.00;11.88;1964.00;0.04;0
9;bunker;649.00;10.45;1879.00;2.70;0
9;anti_air_building;648.00;11.48;1993.00;5.72;0
9;anti_air_building;678.00;10.65;1856.00;0.64;0
9;anti_air_building;598.00;12.20;1956.00;4.76;0
9;synthetic_refinery;679.00;11.30;1886.00;2.61;0
9;fuel_silo;620.00;11.00;1891.00;2.71;0
9;nuclear_reactor;651.00;11.15;1931.00;0.55;0
10;arms_factory;731.00;10.00;2035.00;6.01;0
10;arms_factory;750.00;11.28;1964.00;2.40;0
10;arms_factory;750.00;11.00;1941.00;3.96;0
10;arms_factory;715.00;11.07;1903.00;1.80;0
10;arms_factory;750.00;10.00;2033.00;3.00;0
10;arms_factory;769.00;10.70;1981.00;0.84;0
10;industrial_complex;748.00;10.75;2005.00;2.40;0
10;industrial_complex;731.00;10.60;1901.00;5.07;0
10;industrial_complex;806.00;10.88;2046.00;1.45;0
10;industrial_complex;783.00;9.90;1977.00;4.47;0
10;industrial_complex;730.00;10.88;2004.00;0.85;0
10;industrial_complex;821.00;9.80;1955.00;3.51;0
10;air_base;795.00;10.93;2045.00;1.35;0
10;supply_node;770.00;10.90;2017.00;4.37;0
10;supply_node;770.00;10.30;1958.00;0.68;0
10;supply_node;742.00;11.40;1991.00;3.61;0
10;supply_node;828.00;9.73;1928.00;0.26;0
10;supply_node;710.00;11.20;1907.00;2.85;0
10;supply_node;732.00;10.25;2027.00;5.79;0
10;supply_node;896.00;10.10;2034.00;0.98;0
10;supply_node;724.00;11.10;1880.00;5.02;0
10;supply_node;753.00;10.78;1907.00;1.67;0
10;supply_node;829.00;9.95;2038.00;3.15;0
10;supply_node;803.00;10.23;2017.00;0.91;0
10;supply_node;734.00;11.50;1957.00;2.39;0
10;supply_node;784.00;10.25;1927.00;5.32;0
10;supply_node;811.00;9.70;1952.00;1.63;0
10;supply_node;864.00;9.95;2038.00;4.56;0
10;supply_node;794.00;10.95;2038.00;1.21;0
10;supply_node;758.00;10.38;2039.00;3.80;0
10;supply_node;711.00;11.03;1994.00;0.45;0
10;supply_node;779.00;10.23;1989.00;1.93;0
10;supply_node;733.00;11.50;1929.00;5.97;0
10;bunker;756.00;10.82;1948.00;6.25;0
10;bunker;759.00;10.30;2036.00;4.09;0
10;bunker;732.00;11.60;1949.00;0.47;0
10;bunker;812.00;10.57;2040.00;2.04;0
10;bunker;714.00;10.85;2000.00;4.70;0
10;bunker;846.00;9.90;1927.00;2.54;0
10;bunker;751.00;10.30;2019.00;3.74;0
10;bunker;731.00;12.10;1976.00;0.48;0
10;bunker;696.00;11.35;1910.00;3.14;0
10;bunker;719.00;10.88;1896.00;5.81;0
10;bunker;735.00;10.20;2042.00;2.54;0
10;bunker;767.00;9.98;1928.00;5.21;0
10;bunker;819.00;9.80;1949.00;1.59;0
10;bunker;869.00;9.93;2035.00;4.25;0
10;bunker;739.00;11.20;1935.00;0.99;0
10;bunker;767.00;10.70;1990.00;3.66;0
10;bunker;895.00;10.25;2038.00;0.04;0
